carrier,plan_name,monthly_fee,perceived_price,total_benefit,monthly_benefit,benefit_duration,benefit_detail,collected_date,crawled_at
SKT,다이렉트 플랜,76000,76000,0,0,0,,2026-07-23,2026-07-23T04:16:10.563818
SKT,5GB,38000,38000,0,0,0,,2026-07-23,2026-07-23T04:16:10.564457
SKT,다이렉트5G,69000,69000,0,0,0,,2026-07-23,2026-07-23T04:16:10.565080
KT,요고 61,192000,189667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.816005
KT,요고 46,46000,43667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.817575
KT,요고 69,12000,9667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.819158
KT,요고 30,38000,35667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.820701
KT,요고 38,4000,1667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.822245
KT,요고 32,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.823810
KT,요고 44,44000,41667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.825348
KT,요고 36,36000,33667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.826918
KT,요고 42,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.828463
KT,요고 55,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.830010
KT,요고 49,49000,46667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.831554
KT,요고 34,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.833207
KT,요고 40,34000,31667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-23,2026-07-23T04:16:11.834774
LG,너겟 65,65000,65000,0,0,0,,2026-07-23,2026-07-23T04:16:13.047864
LG,너겟 49,49000,49000,0,0,0,,2026-07-23,2026-07-23T04:16:13.047872
LG,너겟 59,59000,59000,0,0,0,,2026-07-23,2026-07-23T04:16:13.047873
