carrier,plan_name,monthly_fee,perceived_price,total_benefit,monthly_benefit,benefit_duration,benefit_detail,collected_date,crawled_at
SKT,다이렉트 플랜,76000,76000,0,0,0,,2026-09-17,2026-09-17T05:51:26.747142
SKT,5GB,38000,38000,0,0,0,,2026-09-17,2026-09-17T05:51:26.747604
SKT,다이렉트5G,69000,69000,0,0,0,,2026-09-17,2026-09-17T05:51:26.748057
KT,요고 55,27610,23194,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.397872
KT,요고 44,44000,39584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.399122
KT,요고 46,46000,41584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.400368
KT,요고 69,12000,7584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.401602
KT,요고 40,34000,29584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.402844
KT,요고 32,27610,23194,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.404077
KT,요고 36,36000,31584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.405323
KT,요고 49,49000,44584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.406558
KT,요고 42,27610,23194,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.407801
KT,요고 34,27610,23194,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.409040
KT,요고 38,38000,33584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.410272
KT,요고 61,49000,44584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.411520
KT,요고 30,2750,0,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-17,2026-09-17T05:51:28.412760
LG,너겟 65,65000,65000,0,0,0,,2026-09-17,2026-09-17T05:51:29.415076
LG,너겟 49,49000,49000,0,0,0,,2026-09-17,2026-09-17T05:51:29.415088
LG,너겟 59,59000,59000,0,0,0,,2026-09-17,2026-09-17T05:51:29.415093
