carrier,plan_name,monthly_fee,perceived_price,total_benefit,monthly_benefit,benefit_duration,benefit_detail,collected_date,crawled_at
SKT,다이렉트 플랜,76000,76000,0,0,0,,2026-09-01,2026-09-01T06:04:53.561472
SKT,5GB,38000,38000,0,0,0,,2026-09-01,2026-09-01T06:04:53.562359
SKT,다이렉트5G,69000,69000,0,0,0,,2026-09-01,2026-09-01T06:04:53.563210
KT,요고 49,49000,44584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.147567
KT,요고 42,27610,23194,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.149258
KT,요고 40,34000,29584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.150881
KT,요고 55,27610,23194,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.152491
KT,요고 46,46000,41584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.154102
KT,요고 44,44000,39584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.155720
KT,요고 38,38000,33584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.157324
KT,요고 36,36000,31584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.158942
KT,요고 69,12000,7584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.160545
KT,요고 34,27610,23194,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.162157
KT,요고 32,27610,23194,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.163766
KT,요고 30,38000,33584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.165366
KT,요고 61,49000,44584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-01,2026-09-01T06:04:55.166976
LG,너겟 65,65000,65000,0,0,0,,2026-09-01,2026-09-01T06:04:56.380190
LG,너겟 49,49000,49000,0,0,0,,2026-09-01,2026-09-01T06:04:56.380199
LG,너겟 59,59000,59000,0,0,0,,2026-09-01,2026-09-01T06:04:56.380201
