carrier,plan_name,monthly_fee,perceived_price,total_benefit,monthly_benefit,benefit_duration,benefit_detail,collected_date,crawled_at
SKT,다이렉트 플랜,76000,76000,0,0,0,,2026-08-01,2026-08-01T04:21:58.383551
SKT,5GB,38000,38000,0,0,0,,2026-08-01,2026-08-01T04:21:58.384348
SKT,다이렉트5G,69000,69000,0,0,0,,2026-08-01,2026-08-01T04:21:58.385133
KT,요고 36,36000,33667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.378241
KT,요고 61,192000,189667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.380452
KT,요고 69,12000,9667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.382624
KT,요고 34,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.384827
KT,요고 40,34000,31667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.387008
KT,요고 44,44000,41667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.389203
KT,요고 32,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.391404
KT,요고 49,49000,46667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.393608
KT,요고 55,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.395812
KT,요고 38,4000,1667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.398008
KT,요고 30,38000,35667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.400204
KT,요고 46,46000,43667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.402408
KT,요고 42,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-08-01,2026-08-01T04:22:00.404611
LG,너겟 49,49000,49000,0,0,0,,2026-08-01,2026-08-01T04:22:01.474964
LG,너겟 59,59000,59000,0,0,0,,2026-08-01,2026-08-01T04:22:01.474973
LG,너겟 65,65000,65000,0,0,0,,2026-08-01,2026-08-01T04:22:01.474975
