carrier,plan_name,monthly_fee,perceived_price,total_benefit,monthly_benefit,benefit_duration,benefit_detail,collected_date,crawled_at
SKT,다이렉트 플랜,76000,76000,0,0,0,,2026-09-12,2026-09-12T05:27:40.089286
SKT,5GB,38000,38000,0,0,0,,2026-09-12,2026-09-12T05:27:40.089871
SKT,다이렉트5G,69000,69000,0,0,0,,2026-09-12,2026-09-12T05:27:40.090436
KT,요고 32,27610,23194,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.414107
KT,요고 34,27610,23194,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.415480
KT,요고 46,46000,41584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.416888
KT,요고 49,49000,44584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.418242
KT,요고 44,44000,39584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.419599
KT,요고 69,12000,7584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.420963
KT,요고 36,36000,31584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.422320
KT,요고 38,38000,33584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.423685
KT,요고 61,49000,44584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.425044
KT,요고 42,27610,23194,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.426393
KT,요고 55,27610,23194,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.427755
KT,요고 40,34000,29584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.429112
KT,요고 30,38000,33584,53000,4416,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-12,2026-09-12T05:27:41.430464
LG,너겟 65,65000,65000,0,0,0,,2026-09-12,2026-09-12T05:27:42.350947
LG,너겟 49,49000,49000,0,0,0,,2026-09-12,2026-09-12T05:27:42.350956
LG,너겟 59,59000,59000,0,0,0,,2026-09-12,2026-09-12T05:27:42.350957
