carrier,plan_name,monthly_fee,perceived_price,total_benefit,monthly_benefit,benefit_duration,benefit_detail,collected_date,crawled_at
SKT,다이렉트 플랜,76000,76000,0,0,0,,2026-09-24,2026-09-24T05:54:55.817230
SKT,5GB,38000,38000,0,0,0,,2026-09-24,2026-09-24T05:54:55.818138
SKT,다이렉트5G,69000,69000,0,0,0,,2026-09-24,2026-09-24T05:54:55.819000
KT,요고 40,34000,29584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.168741
KT,요고 61,49000,44584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.170802
KT,요고 44,44000,39584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.172871
KT,요고 38,38000,33584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.174920
KT,요고 34,27610,23194,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.176968
KT,요고 30,2750,0,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.179017
KT,요고 32,27610,23194,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.181058
KT,요고 42,27610,23194,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.183100
KT,요고 69,12000,7584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.185152
KT,요고 46,46000,41584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.187197
KT,요고 55,12000,7584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.189221
KT,요고 36,36000,31584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.191246
KT,요고 49,49000,44584,53000,4416,12,"카카오페이 3,000, 카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 53,000원",2026-09-24,2026-09-24T05:54:57.193269
