carrier,plan_name,monthly_fee,perceived_price,total_benefit,monthly_benefit,benefit_duration,benefit_detail,collected_date,crawled_at
SKT,다이렉트 플랜,76000,76000,0,0,0,,2026-07-19,2026-07-19T04:21:50.161851
SKT,5GB,38000,38000,0,0,0,,2026-07-19,2026-07-19T04:21:50.162643
SKT,다이렉트5G,69000,69000,0,0,0,,2026-07-19,2026-07-19T04:21:50.163400
KT,요고 44,44000,41667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.629028
KT,요고 34,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.631104
KT,요고 61,192000,189667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.633167
KT,요고 69,384000,381667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.635233
KT,요고 38,4000,1667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.637299
KT,요고 46,46000,43667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.639377
KT,요고 32,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.641438
KT,요고 36,36000,33667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.643421
KT,요고 30,38000,35667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.645402
KT,요고 55,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.647383
KT,요고 49,49000,46667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.649361
KT,요고 42,27610,25277,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.651339
KT,요고 40,34000,31667,28000,2333,12,"카카오페이 2,500, 카카오페이 2,000, 쿠폰팩 28,000원",2026-07-19,2026-07-19T04:21:51.653311
